10/8/07 12:13,0
10/8/07 12:14,0.39851
10/8/07 12:15,0.0524
10/8/07 12:16,0.23164
10/8/07 12:17,0.30303
10/8/07 12:18,0.81333
10/8/07 12:19,1.0461
10/8/07 12:20,0.91099
10/8/07 12:21,0.87363
10/8/07 12:22,0.91469
10/8/07 12:23,1.0212
10/8/07 12:24,0.88788
10/8/07 12:25,0.39161
10/8/07 12:26,0.35385
10/8/07 12:27,0.14634
10/8/07 12:28,0.06523
10/8/07 12:29,0.01826
10/8/07 12:30,0.01826
10/8/07 12:31,0.01826
10/8/07 12:32,0.01826
10/8/07 12:33,0.01826
10/8/07 12:34,0.01826
10/8/07 12:35,0.01826
10/8/07 12:36,0.01826
10/8/07 12:37,0.01826
10/8/07 12:38,0.01826
10/8/07 12:39,0.03349
10/8/07 12:40,0.04054
10/8/07 12:41,0.04054
10/8/07 12:42,0.04054
10/8/07 12:43,0.04054
10/8/07 12:44,0.04748
10/8/07 12:45,0.04979
10/8/07 12:46,0.04979
10/8/07 12:47,0.04979
10/8/07 12:48,0.06328
10/8/07 12:49,0.06818
10/8/07 12:50,0.06818
10/8/07 12:51,0.04959
10/8/07 12:52,0.04494
10/8/07 12:53,0.04494
10/8/07 12:54,0.04494
10/8/07 12:55,0.03593
10/8/07 12:56,0.0192
10/8/07 12:57,0.0192
10/8/07 12:58,0.0192
10/8/07 12:59,0.0192
10/8/07 13:00,0.0192
10/8/07 13:01,0.0192
10/8/07 13:02,0.0192
10/8/07 13:03,0.0192
10/8/07 13:04,0.0192
10/8/07 13:05,0.0192
10/8/07 13:06,0
